id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
1529,AS,371,SMF,SEA,3,420,112,0
1530,AS,41,ANC,BET,3,420,77,1
1531,AS,515,SNA,SEA,3,420,173,0
1532,AS,527,BUR,SEA,3,420,160,0
1533,AS,603,LAS,SEA,3,420,160,0
1534,AS,641,PHX,SEA,3,420,188,0
1535,AS,65,SEA,KTN,3,420,131,0
1536,AS,660,SEA,DFW,3,420,230,0
1537,AS,665,DFW,SEA,3,420,267,0
1538,AS,699,GEG,SEA,3,420,67,0
1539,B6,1060,AUS,JFK,3,420,205,1
1540,B6,1203,BUF,RSW,3,420,186,0
1541,B6,1240,CLT,BOS,3,420,123,0
1542,B6,1275,BOS,MCO,3,420,194,1
1543,B6,1281,BOS,RIC,3,420,108,1
1544,B6,1297,BOS,PIT,3,420,109,0
1545,B6,204,SFO,LGB,3,420,82,0
1546,B6,231,SLC,LGB,3,420,117,0
1547,B6,262,LGB,SMF,3,420,83,0
1548,B6,418,PBI,BOS,3,420,172,0
1549,B6,521,EWR,MCO,3,420,170,1
1550,B6,620,HOU,JFK,3,420,199,1
1551,B6,661,SYR,MCO,3,420,178,0
1552,B6,703,JFK,SJU,3,420,227,0
1553,B6,741,MCO,SJU,3,420,157,1
1554,B6,920,ORD,BOS,3,420,131,1
1555,CO,1130,DFW,EWR,3,420,198,0
1556,CO,1559,DCA,IAH,3,420,209,0
1557,CO,1573,AUS,IAH,3,420,57,0
1558,CO,276,EWR,RSW,3,420,191,0
1559,CO,448,EWR,SFO,3,420,396,1
1560,CO,618,EWR,TPA,3,420,179,1
1561,DL,1004,TUL,ATL,3,420,122,1
1562,DL,1012,IAH,ATL,3,420,130,0
1563,DL,1103,JFK,SLC,3,420,342,0
1564,DL,1108,MSP,CLT,3,420,156,0
1565,DL,1163,EWR,DTW,3,420,128,0
1566,DL,1232,SLC,DTW,3,420,221,1
1567,DL,1235,EWR,SLC,3,420,327,1
1568,DL,1273,CMH,ATL,3,420,115,0
1569,DL,1402,TPA,MEM,3,420,122,0
1570,DL,1415,SAT,DTW,3,420,185,0
1571,DL,1477,ORD,ATL,3,420,125,1
1572,DL,1498,FLL,LGA,3,420,174,1
1573,DL,1547,LGA,ATL,3,420,164,0
1574,DL,1550,LAS,MSP,3,420,193,0
1575,DL,1769,ATL,MCO,3,420,82,0
1576,DL,1821,MIA,JFK,3,420,176,0
1577,DL,1996,MSP,LGA,3,420,175,1
1578,DL,2094,MLB,ATL,3,420,113,0
1579,DL,210,LAS,JFK,3,420,295,1
1580,DL,2120,ORD,DTW,3,420,90,1
1581,DL,2145,PVD,ATL,3,420,179,0
1582,DL,2147,MHT,ATL,3,420,184,0
1583,DL,2178,DTW,CLT,3,420,116,0
1584,DL,2236,DFW,MSP,3,420,142,0
1585,DL,2276,MCO,LGA,3,420,150,1
1586,DL,2298,SRQ,ATL,3,420,105,0
1587,DL,2452,MSY,LGA,3,420,175,1
1588,DL,2533,BOS,MCO,3,420,205,0
1589,DL,2599,MSP,PHX,3,420,212,1
1590,DL,2610,DFW,ATL,3,420,130,1
1591,DL,2630,MSP,BOS,3,420,166,0
1592,DL,2646,PHX,ATL,3,420,208,0
1593,DL,2663,JFK,LAX,3,420,394,1
1594,DL,2787,FAR,MSP,3,420,81,1
1595,DL,2923,MSP,MCO,3,420,198,0
1596,DL,2927,MSP,MCI,3,420,95,1
1597,DL,2937,MSN,DTW,3,420,84,0
1598,DL,2944,DTW,EWR,3,420,107,1
1599,DL,2952,TPA,LGA,3,420,159,1
1600,DL,339,LIT,ATL,3,420,95,0
1601,DL,749,JAC,SLC,3,420,57,1
1602,EV,5136,FAY,ATL,3,420,97,1
1603,EV,5267,CAK,ATL,3,420,129,0
1604,EV,5484,ECP,ATL,3,420,80,0
1605,EV,5580,STL,DCA,3,420,123,0
1606,EV,7307,BOS,DTW,3,420,150,0
1607,F9,128,DEN,DFW,3,420,110,0
1608,F9,401,DEN,LAX,3,420,145,0
1609,F9,766,LAS,DEN,3,420,110,0
1610,FL,1091,IND,MCO,3,420,144,0
1611,FL,1206,RIC,MCO,3,420,131,0
1612,FL,1218,MDW,SRQ,3,420,154,0
1613,FL,1222,PIT,FLL,3,420,171,1
1614,FL,1601,DFW,MCO,3,420,149,0
1615,FL,363,LGA,ATL,3,420,153,0
1616,FL,481,BWI,MCO,3,420,140,0
1617,FL,60,LAX,ATL,3,420,250,0
1618,FL,754,HSV,BWI,3,420,110,0
1619,FL,868,MSP,ATL,3,420,156,0
1620,MQ,2710,XNA,DFW,3,420,75,0
1621,MQ,2818,MGM,DFW,3,420,125,0
1622,MQ,2903,VPS,DFW,3,420,140,0
1623,MQ,3049,SAN,LAX,3,420,50,0
1624,MQ,3244,DFW,BTR,3,420,80,0
1625,MQ,3616,IND,MIA,3,420,170,1
1626,MQ,3624,PNS,MIA,3,420,100,0
1627,MQ,3629,MIA,BNA,3,420,145,0
1628,MQ,3678,MIA,TLH,3,420,85,0
1629,MQ,4093,GRB,ORD,3,420,65,0
1630,MQ,4100,TYS,ORD,3,420,110,0
1631,MQ,4132,ORD,MCI,3,420,90,1
1632,MQ,4280,HSV,ORD,3,420,130,0
1633,MQ,4534,LGA,XNA,3,420,220,0
1634,OH,6315,RDU,MCO,3,420,120,0
1635,OH,6327,CLT,CVG,3,420,101,1
1636,OH,6331,RDU,LGA,3,420,101,0
1637,OH,6382,AZO,DTW,3,420,60,0
1638,OH,6384,IAH,CVG,3,420,135,0
1639,OH,6396,STL,RDU,3,420,121,0
1640,OH,6578,CLE,DTW,3,420,59,0
1641,OH,6581,RDU,BOS,3,420,130,0
1642,OH,6628,DFW,CVG,3,420,131,0
1643,OH,6680,ATW,DTW,3,420,79,0
1644,OH,6718,MDT,CVG,3,420,105,0
1645,OO,4594,CID,MSP,3,420,63,0
1646,OO,4626,SFO,LAX,3,420,75,0
1647,OO,6329,SFO,ACV,3,420,86,0
1648,OO,6703,ATL,ORD,3,420,117,0
1649,OO,6738,ASE,DEN,3,420,55,0
1650,UA,144,SFO,DEN,3,420,165,0
1651,UA,373,LGA,ORD,3,420,157,0
1652,UA,415,MSY,DEN,3,420,186,0
1653,UA,440,SNA,DEN,3,420,155,1
1654,UA,536,ORD,LGA,3,420,132,1
1655,UA,603,DCA,ORD,3,420,127,0
1656,UA,819,EWR,ORD,3,420,162,0
1657,UA,934,HNL,LAX,3,420,343,0
1658,US,1059,SAT,CLT,3,420,160,0
1659,US,1123,MSP,CLT,3,420,158,0
1660,US,1274,MHT,PHL,3,420,93,0
1661,US,127,MKE,PHX,3,420,249,0
1662,US,1428,MCO,CLT,3,420,98,0
1663,US,1455,TPA,CLT,3,420,100,1
1664,US,1507,BWI,CLT,3,420,97,0
1665,US,1567,IAD,CLT,3,420,87,0
1666,US,1935,BUF,PHL,3,420,81,1
1667,US,2023,BOS,DCA,3,420,100,0
1668,US,2116,LGA,BOS,3,420,65,0
1669,US,2117,BOS,LGA,3,420,82,0
1670,US,2160,DCA,LGA,3,420,81,0
1671,US,2163,LGA,DCA,3,420,71,1
1672,US,231,BOI,PHX,3,420,126,0
1673,US,245,FLL,PHX,3,420,315,1
1674,US,433,LAS,PHL,3,420,280,0
1675,US,807,DCA,PHX,3,420,320,1
1676,US,943,ORF,CLT,3,420,85,0
1677,US,963,IND,CLT,3,420,102,1
1678,US,972,JAX,CLT,3,420,83,0
1679,US,986,FLL,DCA,3,420,145,0
1680,US,995,RIC,CLT,3,420,76,1
1681,WN,1006,BOI,DEN,3,420,110,1
1682,WN,1083,MDW,MSP,3,420,90,1
1683,WN,1231,ISP,TPA,3,420,185,0
1684,WN,1237,MDW,CLE,3,420,75,0
1685,WN,128,MDW,LAX,3,420,270,1
1686,WN,1414,HRL,SAT,3,420,55,0
1687,WN,1468,STL,BNA,3,420,65,0
1688,WN,1,DAL,HOU,3,420,60,1
1689,WN,2121,SMF,SEA,3,420,115,0
1690,WN,2297,TPA,BNA,3,420,115,1
1691,WN,2716,MDW,IAD,3,420,105,0
1692,WN,2725,PIT,TPA,3,420,155,0
1693,WN,2959,BDL,MCO,3,420,185,0
1694,WN,311,OKC,PHX,3,420,155,1
1695,WN,3338,SJC,SEA,3,420,130,1
1696,WN,3412,MDW,MCO,3,420,160,0
1697,WN,3496,LIT,PHX,3,420,195,1
1698,WN,441,SDF,PHX,3,420,255,1
1699,WN,458,OAK,ONT,3,420,70,0
1700,WN,465,SAN,MCI,3,420,190,1
1701,WN,474,AUS,BWI,3,420,180,0
1702,WN,4,HOU,DAL,3,420,60,0
1703,WN,500,OAK,SAN,3,420,85,0
1704,WN,542,MDW,PIT,3,420,80,0
1705,WN,598,MCI,DEN,3,420,120,1
1706,WN,605,DEN,SLC,3,420,95,0
1707,WN,794,TPA,BWI,3,420,130,1
1708,WN,825,BWI,MHT,3,420,75,0
1709,WN,827,MHT,PHL,3,420,95,0
1710,WN,845,PHL,MCO,3,420,165,0
1711,WN,892,BHM,BWI,3,420,110,0
1712,WN,894,DAL,MSY,3,420,80,1
1713,WN,917,LAX,RNO,3,420,80,0
1714,WN,979,MSY,HOU,3,420,75,0
1715,XE,2102,LCH,IAH,3,420,44,0
1716,XE,2137,LFT,IAH,3,420,64,0
1717,XE,2220,SHV,IAH,3,420,62,0
1718,XE,2360,EWR,DTW,3,420,119,0
1719,XE,2448,LIT,IAH,3,420,85,1
1720,XE,2526,EWR,GRR,3,420,134,0
1721,YV,2602,SAV,CLT,3,420,72,0
1722,YV,2978,SFO,LAS,3,420,85,0
1723,YV,7267,PWM,ORD,3,420,177,0
1724,FL,599,ROC,ATL,3,421,150,0
1725,OH,6373,JAN,DCA,3,421,134,0
1726,OO,6382,SFO,BOI,3,421,92,1
1727,UA,149,ORD,SFO,3,422,286,1
1728,DL,1429,JFK,LAS,3,423,357,0
1729,DL,2575,GSO,ATL,3,423,92,0
1730,HA,217,KOA,HNL,3,423,42,0
1731,UA,264,PHX,DEN,3,424,111,0
1732,UA,944,LAX,ORD,3,424,241,0
1733,9E,3854,MSP,CLE,3,425,115,0
1734,AA,1026,DFW,MCI,3,425,95,0
1735,AA,1041,BOS,ORD,3,425,190,0
1736,AA,1495,JAX,DFW,3,425,175,0
1737,AA,1912,PHX,DFW,3,425,140,0
1738,AA,1922,ABQ,DFW,3,425,105,0
1739,AA,24,SFO,JFK,3,425,325,1
1740,AA,518,MIA,JFK,3,425,165,0
1741,AA,621,MSP,DFW,3,425,165,0
1742,AA,728,LAS,DFW,3,425,160,0
1743,AA,879,TUL,DFW,3,425,70,0
1744,AA,941,LGA,MIA,3,425,195,0
1745,AS,36,SEA,MSP,3,425,199,0
1746,AS,582,PDX,SNA,3,425,144,0
1747,B6,1212,BUF,BOS,3,425,86,0
1748,B6,26,FLL,JFK,3,425,160,1
1749,CO,239,MIA,EWR,3,425,170,1
1750,DL,1124,LAX,SFO,3,425,82,0
1751,DL,1575,IND,ATL,3,425,115,0
1752,DL,1841,DTW,TPA,3,425,167,0
1753,DL,1851,MSP,LAS,3,425,213,0
1754,DL,2434,TPA,DCA,3,425,124,0
1755,DL,2665,DCA,MCO,3,425,151,0
1756,DL,2922,PHX,DTW,3,425,230,0
1757,EV,5302,SHV,ATL,3,425,113,1
1758,HA,332,HNL,ITO,3,425,50,0
1759,MQ,2980,CSG,DFW,3,425,150,1
1760,MQ,3638,MIA,CMH,3,425,160,0
1761,MQ,3640,CMH,MIA,3,425,170,0
1762,MQ,3893,ORD,PHL,3,425,120,0
1763,MQ,4042,SGF,ORD,3,425,105,0
1764,MQ,4066,ORD,DSM,3,425,80,0
1765,MQ,4186,LSE,ORD,3,425,70,1
1766,MQ,4312,FWA,ORD,3,425,60,1
1767,OH,6516,MSP,JFK,3,425,165,0
1768,OO,4471,MSP,IAH,3,425,171,1
1769,OO,6504,ORD,SBN,3,425,41,1
1770,UA,101,ORD,LAX,3,425,276,0
1771,UA,594,CMH,ORD,3,425,84,0
1772,UA,6,SFO,JFK,3,425,335,0
1773,US,1157,DTW,PHL,3,425,99,0
1774,US,1807,PIT,PHL,3,425,81,0
1775,US,1831,DFW,CLT,3,425,145,1
1776,US,1942,ILM,CLT,3,425,64,0
1777,US,484,DEN,PHL,3,425,210,1
1778,WN,1076,HOU,LAX,3,425,225,1
1779,WN,1149,SMF,BUR,3,425,70,0
1780,WN,1286,MCI,LAS,3,425,195,1
1781,WN,1330,PDX,SMF,3,425,85,0
1782,WN,1424,SFO,SAN,3,425,85,0
1783,WN,1500,BOS,PHL,3,425,100,1
1784,WN,1812,MCI,MDW,3,425,90,1
1785,WN,1852,PHL,BOS,3,425,85,0
1786,WN,1992,DAL,SAT,3,425,65,1
1787,WN,2198,OKC,STL,3,425,80,0
1788,WN,2397,MCO,MDW,3,425,175,0
1789,WN,3309,BUR,SMF,3,425,75,0
1790,WN,3418,PHL,PIT,3,425,75,0
1791,WN,3504,PBI,TPA,3,425,50,0
1792,WN,388,ELP,PHX,3,425,80,1
1793,WN,417,BWI,STL,3,425,145,0
1794,WN,599,PHX,SMF,3,425,130,0
1795,WN,759,SJC,ONT,3,425,70,0
1796,WN,922,SMF,SNA,3,425,90,1
1797,WN,943,STL,MCI,3,425,70,0
1798,YV,2607,MDT,CLT,3,425,102,0
1799,YV,2944,AUS,CLT,3,425,157,1
1800,OO,6879,SFO,SBA,3,426,81,0
1801,XE,5906,ORD,ROA,3,426,95,0
1802,F9,472,MKE,RSW,3,427,181,1
1803,UA,386,SEA,DEN,3,427,168,1
1804,UA,527,ORD,BWI,3,427,113,0
1805,OO,6394,FCA,DEN,3,428,130,0
1806,OO,6656,JAC,DEN,3,429,87,1
1807,YV,7268,CHS,ORD,3,429,143,0
1808,9E,3936,GRB,DTW,3,430,80,1
1809,9E,4185,PIT,MEM,3,430,143,0
1810,AA,1061,JFK,MIA,3,430,210,0
1811,AA,1109,DFW,AUS,3,430,60,0
1812,AA,1599,DAY,DFW,3,430,175,0
1813,AA,1907,DCA,MIA,3,430,165,0
1814,AA,1985,PHL,SJU,3,430,230,0
1815,AA,202,LAX,MIA,3,430,285,0
1816,AA,2385,DFW,IAH,3,430,75,0
1817,AA,323,BNA,DFW,3,430,135,0
1818,AA,430,DFW,STL,3,430,90,0
1819,AA,581,DCA,STL,3,430,140,0
1820,AS,530,SEA,ONT,3,430,147,0
1821,B6,290,LGB,SEA,3,430,163,0
1822,B6,350,BUR,JFK,3,430,314,1
1823,CO,1014,DFW,IAH,3,430,66,0
1824,DL,1060,MCO,LAX,3,430,340,0
1825,DL,1134,MSP,GRR,3,430,85,0
1826,DL,1205,MSP,SLC,3,430,185,1
1827,DL,1962,DTW,PHL,3,430,110,0
1828,DL,2071,SEA,SLC,3,430,131,0
1829,DL,2366,JAX,LGA,3,430,143,1
1830,DL,2651,PHL,SLC,3,430,318,0
1831,DL,301,CLT,ATL,3,430,91,1
1832,DL,303,MCO,SLC,3,430,304,0
1833,EV,5383,SWF,ATL,3,430,160,1
1834,EV,5403,GRR,MEM,3,430,122,0
1835,EV,7354,AEX,ATL,3,430,114,0
1836,FL,1244,FNT,MCO,3,430,172,0
1837,FL,227,LAS,MKE,3,430,208,0
1838,FL,533,MEM,ATL,3,430,76,1
1839,FL,950,FLL,BWI,3,430,145,0
1840,MQ,2970,AEX,DFW,3,430,80,0
1841,MQ,3298,DFW,HOU,3,430,65,0
1842,MQ,3396,MAF,DFW,3,430,75,0
1843,MQ,3604,CVG,MIA,3,430,170,0
1844,MQ,3658,GSO,MIA,3,430,135,0
1845,MQ,3825,SLC,ORD,3,430,200,0
1846,MQ,3876,XNA,ORD,3,430,105,0
1847,MQ,3928,SYR,ORD,3,430,145,0
1848,MQ,3955,ORD,CID,3,430,60,0
1849,MQ,4331,ORD,BNA,3,430,90,0
1850,MQ,4372,BDL,ORD,3,430,170,0
1851,MQ,4512,XNA,LGA,3,430,175,0
1852,OH,6258,LGA,RDU,3,430,115,0
1853,OH,6451,CVG,MSP,3,430,133,1
1854,OH,6625,RDU,IND,3,430,119,0
1855,OH,6752,GEG,MSP,3,430,180,0
1856,OO,4672,BUR,SLC,3,430,114,0
1857,OO,6276,BUR,SFO,3,430,80,0
1858,UA,5,JFK,SFO,3,430,404,0
1859,UA,739,MCO,DEN,3,430,256,0
1860,US,1212,PBI,DCA,3,430,136,0
1861,US,1288,RDU,PHL,3,430,82,0
1862,US,1696,IAH,CLT,3,430,144,0
1863,US,308,ATL,CLT,3,430,75,0
1864,US,4,ORD,PHX,3,430,244,1
1865,US,679,STL,PHX,3,430,227,1
1866,US,957,PIT,CLT,3,430,96,0
1867,WN,1015,SAT,BWI,3,430,190,0
1868,WN,1259,BWI,BNA,3,430,120,0
1869,WN,1334,RDU,MDW,3,430,125,0
1870,WN,156,MSP,MDW,3,430,100,0
1871,WN,1831,BWI,LAS,3,430,330,1
1872,WN,198,ABQ,HOU,3,430,120,0
1873,WN,2553,SAN,RNO,3,430,90,0
1874,WN,274,ISP,MCO,3,430,170,1
1875,WN,2984,PHX,LAX,3,430,85,0
1876,WN,3506,PHX,OAK,3,430,125,0
1877,WN,3667,JAX,ORF,3,430,90,0
1878,WN,595,BUR,SJC,3,430,65,0
1879,WN,618,PVD,BWI,3,430,90,0
1880,XE,2009,BTR,IAH,3,430,70,0
1881,XE,2398,TUL,EWR,3,430,170,0
1882,XE,2525,IAH,GPT,3,430,73,0
1883,B6,1290,PIT,BOS,3,431,94,0
1884,DL,2379,SDF,ATL,3,431,89,0
1885,OO,6640,BFL,SFO,3,431,79,0
1886,UA,147,SAN,SFO,3,431,101,0
1887,OO,6873,PSP,DEN,3,432,131,0
1888,HA,201,ITO,HNL,3,433,49,0
1889,OO,6546,PDX,MFR,3,433,61,0
1890,OO,7770,SLC,SGU,3,433,81,0
1891,UA,445,BWI,DEN,3,433,253,0
1892,DL,1179,STL,ATL,3,434,99,1
1893,FL,494,CLT,BWI,3,434,86,0
1894,OO,6530,COD,DEN,3,434,82,1
1895,YV,2608,CHS,CLT,3,434,66,0
1896,YV,7291,IAD,LGA,3,434,75,1
1897,9E,3720,TYS,DTW,3,435,108,0
1898,9E,3805,CLE,MEM,3,435,144,1
1899,9E,3894,TUL,MSP,3,435,125,1
1900,9E,4045,HPN,ATL,3,435,158,1
1901,AA,1123,DFW,PHX,3,435,165,0
1902,AA,118,LAX,JFK,3,435,325,1
1903,AA,1322,DFW,DTW,3,435,160,0
1904,AA,1341,ORD,SFO,3,435,285,0
1905,AA,25,BOS,LAX,3,435,390,0
1906,AA,268,SEA,JFK,3,435,315,1
1907,AA,303,LGA,ORD,3,435,165,0
1908,AA,394,ORD,LGA,3,435,120,0
1909,AA,444,SAT,ORD,3,435,165,0
1910,AA,513,TPA,SJU,3,435,165,1
1911,AA,704,DFW,LGA,3,435,194,1
1912,AA,812,SEA,DFW,3,435,235,0
1913,B6,127,ROC,JFK,3,435,78,0
1914,B6,191,JFK,LAS,3,435,349,0
1915,B6,495,BOS,DEN,3,435,280,0
1916,B6,572,PBI,HPN,3,435,158,0
1917,CO,1157,EWR,ORD,3,435,163,0
1918,DL,1093,ATL,IAD,3,435,100,0
1919,DL,1165,RDU,ATL,3,435,97,0
1920,DL,1480,SFO,ATL,3,435,269,0
1921,DL,1501,BOS,ATL,3,435,190,0
1922,DL,1657,CVG,ATL,3,435,105,0
1923,DL,1672,TPA,ATL,3,435,102,0
1924,DL,1709,MSP,DEN,3,435,135,0
1925,DL,1725,BWI,ATL,3,435,131,1
1926,DL,2043,EWR,ATL,3,435,161,0
1927,DL,2065,BDL,ATL,3,435,175,0
1928,DL,2188,MSP,PHL,3,435,156,1
1929,DL,2788,MSP,MKE,3,435,71,1
1930,DL,2831,LGA,DTW,3,435,125,0
1931,DL,2914,SEA,MSP,3,435,195,0
1932,DL,2965,JFK,SFO,3,435,385,1
1933,EV,5073,LEX,ATL,3,435,91,1
1934,EV,5160,BTR,ATL,3,435,102,0
1935,EV,5339,TRI,ATL,3,435,77,0
1936,FL,1461,MDW,MCO,3,435,159,0
1937,FL,660,HPN,ATL,3,435,145,1
1938,MQ,2946,LCH,DFW,3,435,80,0
1939,MQ,3633,MIA,CLT,3,435,120,0
1940,MQ,3672,SDF,MIA,3,435,155,0
1941,MQ,4154,CMH,ORD,3,435,85,0
1942,MQ,4396,RDU,DCA,3,435,65,0
1943,OH,6493,GSO,DTW,3,435,125,1
1944,OH,6611,RDU,MEM,3,435,139,0
1945,OH,6762,OKC,MSP,3,435,129,0
1946,OO,4597,DEN,SLC,3,435,97,0
1947,OO,6734,MSO,DEN,3,435,123,0
1948,OO,7016,ORD,HPN,3,435,121,1
1949,UA,328,LAX,DEN,3,435,152,1
1950,US,1023,BDL,PHL,3,435,86,0
1951,US,1612,PHL,BOS,3,435,78,0
1952,US,1678,TPA,DCA,3,435,125,0
1953,US,1937,BOS,PHL,3,435,101,0
1954,US,1989,RDU,CLT,3,435,65,0
1955,US,27,MCO,PHX,3,435,298,0
1956,US,621,TPA,PHX,3,435,288,1
1957,US,969,MCI,CLT,3,435,133,0
1958,WN,1178,DAL,STL,3,435,95,1
1959,WN,1285,SFO,MDW,3,435,250,1
1960,WN,1441,LAX,OAK,3,435,75,0
1961,WN,1510,SDF,BWI,3,435,85,0
1962,WN,1577,HOU,PHX,3,435,180,1
1963,WN,2547,ORF,MCO,3,435,125,0
1964,WN,2655,TUS,LAS,3,435,80,1
1965,WN,277,LAX,MCI,3,435,190,0
1966,WN,289,PHX,SFO,3,435,130,1
1967,WN,384,TUL,STL,3,435,70,0
1968,WN,507,TPA,LAS,3,435,310,1
1969,WN,526,BWI,BOS,3,435,80,0
1970,WN,646,OAK,MDW,3,435,250,1
1971,WN,706,DTW,BWI,3,435,95,1
1972,WN,807,ONT,OAK,3,435,75,0
1973,WN,888,BUR,OAK,3,435,75,0
1974,WN,961,OMA,PHX,3,435,180,1
1975,XE,2240,IAH,RDU,3,435,148,0
1976,XE,5927,ICT,ORD,3,435,110,1
1977,YV,1048,LIH,HNL,3,435,29,0
1978,DL,2003,OMA,MSP,3,436,74,0
1979,CO,1455,PBI,EWR,3,437,163,0
1980,OO,3077,IND,MKE,3,437,63,0
1981,OO,6900,ORD,OMA,3,437,90,1
1982,XE,2761,RIC,EWR,3,437,69,0
1983,OO,7049,PDX,OTH,3,438,58,0
1984,HA,110,LIH,HNL,3,439,30,0
1985,OO,6320,SAN,LAX,3,439,46,0
1986,OO,6667,MFR,SFO,3,439,105,0
1987,OO,6899,ORD,MKE,3,439,42,1
1988,9E,3738,DTW,GSP,3,440,106,0
1989,AA,1264,DEN,DFW,3,440,125,0
1990,AA,1335,DCA,DFW,3,440,215,0
1991,AA,1355,BOS,DFW,3,440,270,0
1992,AA,1360,DFW,DCA,3,440,160,1
1993,AA,2099,ORD,LAX,3,440,265,1
1994,AA,2416,LAX,DFW,3,440,180,1
1995,AA,334,DFW,BNA,3,440,100,1
1996,AA,460,IAH,DFW,3,440,75,0
1997,AA,568,ORD,FLL,3,440,170,1
1998,AA,600,SFO,DFW,3,440,210,0
1999,AA,993,TPA,MIA,3,440,65,1
2000,AS,60,JNU,KTN,3,440,65,0
2001,B6,1438,LGB,SFO,3,440,81,0
2002,B6,325,BDL,FLL,3,440,197,0
2003,B6,450,FLL,BOS,3,440,179,0
2004,CO,1097,IAH,LAS,3,440,204,0
2005,CO,199,IAH,DEN,3,440,157,1
2006,DL,1121,BWI,SLC,3,440,300,0
2007,DL,1935,DTW,BNA,3,440,115,0
2008,DL,2014,LAX,CVG,3,440,247,0
2009,DL,2711,ATL,DFW,3,440,150,0
2010,FL,887,BWI,MKE,3,440,125,0
2011,MQ,2754,LFT,DFW,3,440,90,0
2012,MQ,2838,SAV,DFW,3,440,180,0
2013,MQ,2920,CMI,DFW,3,440,145,0
2014,OH,6332,CLE,CVG,3,440,76,0
2015,OH,6469,HSV,ATL,3,440,67,0
2016,OO,4477,FCA,SLC,3,440,99,1
2017,OO,6255,SFO,BUR,3,440,69,1
2018,OO,6964,PDX,SEA,3,440,50,0
2019,UA,239,MSY,LAX,3,440,265,0
2020,US,1452,MYR,CLT,3,440,56,0
2021,US,1465,PVD,PHL,3,440,82,0
2022,US,274,SLC,PHX,3,440,102,0
2023,US,414,SFO,CLT,3,440,285,1
2024,US,457,PIT,PHX,3,440,294,1
2025,WN,1002,DAL,AUS,3,440,55,0
2026,WN,1134,LGA,BWI,3,440,70,0
2027,WN,16,BNA,HOU,3,440,130,1
2028,WN,1769,RDU,BNA,3,440,95,0
2029,WN,1914,ALB,FLL,3,440,200,0
2030,WN,1919,BWI,TPA,3,440,150,0
2031,WN,245,BWI,PHX,3,440,320,1
2032,WN,2807,OMA,DEN,3,440,100,1
2033,WN,2958,AMA,DAL,3,440,65,0
2034,WN,3512,SLC,DEN,3,440,90,0
2035,WN,3658,BWI,RDU,3,440,65,1
2036,WN,3766,PHL,PVD,3,440,70,0
2037,WN,477,BUF,MDW,3,440,115,1
2038,WN,645,TUS,ABQ,3,440,60,0
2039,WN,731,LAX,DEN,3,440,140,0
2040,WN,778,MDW,OMA,3,440,90,0
2041,WN,815,MCI,STL,3,440,65,0
2042,WN,817,PHX,BUR,3,440,85,1
2043,WN,883,ISP,PBI,3,440,180,1
2044,WN,904,SNA,SMF,3,440,90,0
2045,XE,3122,MSY,IAH,3,440,72,1
2046,B6,1005,BOS,JFK,3,441,75,0
2047,OO,6515,SFO,LMT,3,441,87,0
2048,DL,2731,DTW,STL,3,442,118,0
2049,OO,6400,EUG,SFO,3,442,97,0
2050,OO,6598,SFO,SMF,3,442,43,0
2051,UA,272,SFO,LAX,3,442,92,0
2052,YV,2904,LIT,CLT,3,442,117,0
2053,9E,4143,DTW,RIC,3,443,112,1
2054,XE,2130,OMA,EWR,3,443,167,0
2055,XE,2142,OKC,EWR,3,443,187,0
2056,EV,5567,CAE,ATL,3,444,76,1
2057,EV,7126,ORD,BUF,3,444,86,1
2058,UA,58,ROC,ORD,3,444,121,0
2059,9E,3850,DTW,PIT,3,445,68,0
2060,9E,3929,AZO,MSP,3,445,106,0
2061,AA,1038,DFW,MSP,3,445,140,0
2062,AA,222,LAX,BOS,3,445,320,0
2063,AA,2324,DFW,ORD,3,445,140,0
2064,AA,475,EWR,ORD,3,445,175,0
2065,AS,220,SEA,SFO,3,445,126,0
2066,CO,1746,IAH,ORD,3,445,150,0
2067,CO,470,EWR,SJU,3,445,228,1
2068,CO,626,IAH,BWI,3,445,173,0
2069,CO,776,IAH,PHL,3,445,187,1
2070,DL,104,ATL,DTW,3,445,118,0
2071,DL,1105,ATL,SLC,3,445,253,1
2072,DL,1145,ATL,MSY,3,445,100,0
2073,DL,1169,FLL,LAX,3,445,350,0
2074,DL,1211,DTW,MSP,3,445,125,0
2075,DL,1416,ATL,ORF,3,445,98,0
2076,DL,1444,DTW,DCA,3,445,103,0
2077,DL,1464,MSP,DCA,3,445,147,0
2078,DL,1617,CHS,ATL,3,445,80,1
2079,DL,1694,ATL,PHL,3,445,120,1
2080,DL,1803,DTW,MEM,3,445,138,0
2081,DL,1848,DTW,LGA,3,445,121,0
2082,DL,1984,ATL,PIT,3,445,97,0
2083,DL,2012,ATL,ORD,3,445,127,1
2084,DL,2036,DTW,BWI,3,445,97,1
2085,DL,2458,PBI,LGA,3,445,169,1
2086,DL,2838,ATL,DCA,3,445,94,0
2087,DL,2968,SEA,ATL,3,445,285,1
2088,DL,371,ATL,IAH,3,445,140,0
2089,EV,4975,ATL,CVG,3,445,85,0
2090,EV,5069,AGS,ATL,3,445,77,0
2091,EV,5202,ATL,CLE,3,445,104,1
2092,EV,5348,JAN,ATL,3,445,89,0
2093,MQ,2717,ROW,DFW,3,445,85,1
2094,MQ,3004,DEN,LAX,3,445,160,0
